분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지 주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(Y좌표),경도(X좌표),유무료,문화포털상세URL
연극,종로구,2023 종로 가족공연축제,2023-06-01~2023-07-08,종로 아이들극장,종로문화재단,"어린이, 가족","20,000원 / 단체관람 10,000원 (10인 이상)",,,,https://jct.jfac.or.kr/site/child/childProgram/list?pgCatCode=50,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=21d09c6941e544e2896d1f56563f011c&thumb=Y,2023-05-03,기관,2023-06-01,2023-07-08,어린이/청소년 문화행사,37.59046055,126.9987986,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141546&menuNo=200008
축제-문화/예술,,어린이날 기념 행사 [꿈꾸는 대공원],2023-05-07~2023-05-07,"서울대공원 동물원 (정문광장, 동행라운지 잔디밭)",서울대공원,누구나,,,,,https://grandpark.seoul.go.kr/munhwa/munhwaView/ko/S001005001004.do?pageIndex=1&mh_no=46126&search_gubun=&searchWord=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=87103967765648e297326f44a00fd829&thumb=Y,2023-05-03,기관,2023-05-07,2023-05-07,어린이/청소년 문화행사,37.43643055,127.0140984,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141544&menuNo=200010
전시/미술,도봉구,2023삼각산아트랩 선정작가전 [도외度外와 반反공간 Outside and Contre espace: 김민우],2023-06-01~2023-06-13,"삼각산시민청 2동 3층 삼각산시민청갤러리 (서울시 강북구 삼양로 595,3층)",삼각산시민청,시민 누구나,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1570&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=53040bcdc559452a8adf2bbf2eab0fb1&thumb=Y,2023-05-02,기관,2023-06-01,2023-06-13,기타,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141542&menuNo=200009
뮤지컬/오페라,도봉구,5월 토요일은 삼각산청이좋아 [난타 하이라이트],2023-05-13~2023-05-13,삼각산시민청 1동 2층 활짝라운지,삼각산시민청,모든시민,무료,난타 공연팀,난타 하이라이트 퍼포먼스 공연 및 체험,관람/참여방법 https://forms.gle/5zXczPeScDaR866z6,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EA%B3%B5%EC%97%B0&catesub=&mod=view&p=1&uid=1555&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=aa0ca7065f694dbbbf32adcee2336f0a&thumb=Y,2023-05-02,시민,2023-05-13,2023-05-13,기타,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141541&menuNo=200008
교육/체험,종로구,[서울공예박물관] 예쁜 색과 문양으로 꾸며요 [우리 가족 도시락 가방 만들기],2023-05-06~2023-05-07,서울공예박물관 전시1동 1층 (로비),서울공예박물관,어린이를 동반한 가정,,,,,https://craftmuseum.seoul.go.kr/progrm/view/175,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9a80fd6671c44eab990ebacc0ceac272&thumb=Y,2023-05-02,기관,2023-05-06,2023-05-07,기타,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141540&menuNo=200011
콘서트,중구,2023년 서울시청 시민청 [활력콘서트] 5월 공연,2023-05-02~2023-05-30,서울시청 시민청 지하 1층 활짝라운지,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2660,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=300812e2b7534e02b9988f7754b38751&thumb=Y,2023-05-02,기관,2023-05-02,2023-05-30,기타,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141539&menuNo=200008
기타,중구,2023 시민청 어린이날 특별공연 [매직테이너 하재용의 마술쇼],2023-05-05~2023-05-05, 서울시청 시민청 지하1층 활짝라운지,시민청,시민 누구나,,,,,https://www.seoulcitizenshall.kr/?r=sch&m=program2&cate=&ing=active&sort=uid&mod=view&p=1&uid=2659,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4f896623c97c447ca1105d02ec044b34&thumb=Y,2023-05-02,기관,2023-05-05,2023-05-05,어린이/청소년 문화행사,37.566635,126.978675,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141537&menuNo=200013
콘서트,종로구,동시에서 만나는 따뜻한 하루 [오늘이 말한다] 전시 & 북콘서트,2023-05-12~2023-05-27,서울생활문화센터 낙원 갤러리(낙원악기상가 하부공간 서울생활문화센터 낙원 1번 위치),서울생활문화센터-낙원,누구나,,,,,http://www.nakwon-communityart.or.kr/bbs/notice&mode=view&no=130,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=abbb696640454b14b3a290fe2be2d51d&thumb=Y,2023-05-02,기관,2023-05-12,2023-05-27,기타,37.57276352,126.9879025,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141536&menuNo=200008
연극,은평구,[2023 5월 천원의 행복] 빨간 코 광대야 놀자! [더 클라운],2023-05-05~2023-05-05,세종S씨어터,서울돈화문국악당,36개월이상,"전석 10,00원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33954&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e278cdb67c604db2ad2684f4b4d1b553&thumb=Y,2023-05-02,기관,2023-05-05,2023-05-05,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141534&menuNo=200008
축제-문화/예술,종로구,어린이날 큰잔치 [박물관에서 놀자],2023-05-05~2023-05-05,서울역사박물관 광장,서울역사박물관,일반 시민,,,,,https://museum.seoul.go.kr/www/board/NR_boardList.do?bbsCd=1018&sso=ok,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2750421929cc4e8bbe5ceddb8f0eb010&thumb=Y,2023-05-02,기관,2023-05-05,2023-05-05,어린이/청소년 문화행사,37.57050753,126.9705237,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141533&menuNo=200010
교육/체험,송파구,2023 서울책보고 금요북클럽(5월),2023-05-02~2023-05-26,서울책보고,서울책보고,15명(선착순 모집),,,,,https://seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&act=View&D_IDX=3643&ViewType=List,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=aa1809567e9b4ae0952bbcbf02a7f7a6&thumb=Y,2023-05-02,기관,2023-05-02,2023-05-26,기타,37.5223926,127.102983,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141532&menuNo=200011
교육/체험,구로구,[서울아트책보고] 팝업북 놀이터2,2023-05-07~2023-05-07,서울아트책보고 해보고(워크숍룸),서울아트책보고,초등학생 이상 20명,,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=3636&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bca2e64e95ef4fa387d3a79133f6d67b&thumb=Y,2023-05-02,기관,2023-05-07,2023-05-07,어린이/청소년 문화행사,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141531&menuNo=200011
교육/체험,구로구,[서울아트책보고] 우리가족 아트놀이3,2023-05-06~2023-05-06,서울아트책보고 즐겨보고(아트북 체험존) / 엄마아빠VIP존,서울아트책보고,"6,7세 및 초등학교 저학년 20명",,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=3631&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2f4232882c01488d814397e3d2e60ed4&thumb=Y,2023-05-02,기관,2023-05-06,2023-05-06,어린이/청소년 문화행사,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141530&menuNo=200011
전시/미술,종로구,[2023 운현궁 기획전시] 행복한 말,2023-05-02~2023-05-07,운현궁 기획전시실,운현궁,관람객 자유 관람(전체 관람가),,,,,https://www.unhyeongung.or.kr/sub/prpgram/total_list.php?sno=0&group=basic&code=B35&category=&&abmode=view&no=1127&bsort=&bfsort=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6ad7dc7b9cef49e9961a10cc7e0eda21&thumb=Y,2023-05-02,기관,2023-05-02,2023-05-07,기타,37.576125,126.98705,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141529&menuNo=200009
연극,종로구,어린이날 기획 공연 : 연희집단 [THE 광대],2023-05-05~2023-05-05,서울공예박물관 공예마당 (우천 시 전시1동 1층 로비),서울공예박물관,남녀노소 누구나!,,,,,https://www.instagram.com/p/CrlAgt0phVw/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=40dc7f28cf37472f9d9b0550df677e24&thumb=Y,2023-05-01,기관,2023-05-05,2023-05-05,어린이/청소년 문화행사,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141527&menuNo=200008
교육/체험,중구,현대미술 연속강연 - 비엔날레와 아트페어,2023-06-03~2023-06-24,서울시립미술관 서소문 본관 B1 세마홀,서울시립미술관,현대미술에 관심이 있는 일반 성인,,,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1171584,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c919406b7a754390a71b7fbc30268ce2&thumb=Y,2023-05-01,기관,2023-06-03,2023-06-24,기타,37.56410607,126.9736993,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141526&menuNo=200011
클래식,서초구,피아니스트 김희진 안국선의 조인트 연주회,2023-05-03~2023-05-03,서울 서초구 서초중앙로 56 블루타워,기타,클래식 음악,,"피아니스트 김희진, 안국선",모짜르트와 쇼팽의 피아노 소나타,,https://ipac.or.kr/261/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=15005102&t=board,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d3685d9aac8c4bb0b3c341292967e984&thumb=Y,2023-05-01,시민,2023-05-03,2023-05-03,기타,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141525&menuNo=200008
전시/미술,종로구,"양순열 초대전 오똑이, 무지개가 나타났다: 사랑의 바다",2023-05-03~2023-05-23,"서울시 종로구 인사동 10길, 10 갤러리 인사1010 1관, 3관",기타,남녀노소,무료,양순열,양순열 초대전 무지개가 나타났다 : 사랑의 바다,,https://blog.naver.com/insa1010,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ced757a446df4f0bb57c41c2cd7cba15&thumb=Y,2023-05-01,시민,2023-05-03,2023-05-23,기타,37.57398304,126.9856431,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141524&menuNo=200009
기타,마포구,[마포구립서강도서관] 5월 문화프로그램 안내,2023-05-01~2023-05-31,마포구립서강도서관,마포구청,누구나,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6728,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9c5ab962b40948eca98070f66649f4b0&thumb=Y,2023-04-30,기관,2023-05-01,2023-05-31,,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141523&menuNo=200013
기타,마포구,[4월/팟캐스트] 서강도서관 피셜 33회 '세계시민',2023-04-30~2023-05-30,온라인(팟빵),마포구청,누구나,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6727,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f103cca1a3bf4f7d8c36d36646912b82&thumb=Y,2023-04-30,기관,2023-04-30,2023-05-30,,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141522&menuNo=200013
기타,마포구,"[5월/어린이 메이킹] 해봄아 노올자!, 해봄맘껏Time",2023-05-04~2023-05-26,마포구립서강도서관 4층 해봄,마포구청,초등 1~6학년 어린이(요일별 6명),,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6707,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=71be9c98c2ff4ab290cd0229137d91ed&thumb=Y,2023-04-30,기관,2023-05-04,2023-05-26,,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141521&menuNo=200013
교육/체험,마포구,[5-6월/어르신강좌] 실버 인 미디어,2023-05-12~2023-06-30,마포구립서강도서관 3층 세미나실,마포구청,70대 10명(수업시간에 스마트폰 활용),,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6667,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=203cb1cb5c5b4e88831a21c08979b992&thumb=Y,2023-04-30,기관,2023-05-12,2023-06-30,,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141520&menuNo=200011
기타,마포구,[5월/도서관초대석] 악당을 알면 이야기가 백 배 재미있다,2023-05-19~2023-05-19,마포구립서강도서관 3층 세미나실,마포구청,일반 30명,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6647,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=237a10aa45a34654a2e02eb3b273cbec&thumb=Y,2023-04-30,기관,2023-05-19,2023-05-19,,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141519&menuNo=200013
기타,마포구,[5월/어린이 도서관초대석] 박실비 작가와 호야가 놀러 왔어요,2023-05-06~2023-05-06,마포구립서강도서관 4층 해봄,마포구청,"6-7세 10명(2017, 2018년생)",,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=6627,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b8a3b4df802b45a6bbdc92224a2ab6ca&thumb=Y,2023-04-30,기관,2023-05-06,2023-05-06,,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141518&menuNo=200013
클래식,중구,영락교회 토요음악회,2023-05-20~2023-05-20,영락교회 선교관 야외무대,중구청,전연령,무료,"소프라노 한나형, 남현주, 강은희, 황정희, 최연서, 홍세아,  테너 이장호 , 바리톤 허용석, 안대현, 피아노 김은진 ",교회음악과 낭만음악을 감상할 수 있는 성악 연주회,,https://youngnakcc.com/concert,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ef13f9c11df8442e94c9fe046c489bbe&thumb=Y,2023-04-29,시민,2023-05-20,2023-05-20,문화가 있는 날,,,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141517&menuNo=200008
교육/체험,은평구,2023년 서울기록원 전시연계 강연프로그램 [기록을 바라보는 여섯 개의 시선],2023-04-28~2023-10-31,서울기록원 3층 교육실,기타,성인(일반인),,,,,https://archives.seoul.go.kr/exhibitions-programs/programs/3357,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cda443c7a0fc4b00a75e7158ccde5c02&thumb=Y,2023-04-28,기관,2023-04-28,2023-10-31,기타,37.60753303,126.9348602,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141516&menuNo=200011
축제-기타,광진구,2023 색동회 [100주년 어린이날 큰잔치],2023-05-05~2023-05-05,서울어린이대공원 열린무대 ,기타,어린이 및 가족,무료,"버블맨,극단이레, 리틀엔젤스예술단 등","열린무대 버블쇼,동화뮤지컬,리틀엔젤스예술단 공연 및 5개 체험부스",다양한 공연 및 체험부스 활동,https://m.blog.naver.com/saekdonghoe,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2c4acc9e54b044d1acfb13b3829dd20a&thumb=Y,2023-04-28,시민,2023-05-05,2023-05-05,어린이/청소년 문화행사,37.54896979,127.077766,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141514&menuNo=200010
축제-문화/예술,중구,서울페스타 2023 연계 서울광장 [태권도 특별공연],2023-05-01~2023-05-01,서울광장,서울시청,시민 누구나,,,,,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230419173448744003,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=562848130def4de6b17bf071af372154&thumb=Y,2023-04-27,기관,2023-05-01,2023-05-01,문화가 있는 날,37.56533387,126.9776978,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141512&menuNo=200010
클래식,서초구,화요콘서트 [하이든 교향곡 전곡 시리즈 20],2023-07-18~2023-07-18,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 7천원(서초구민 3천원 / 서초문화재단 홈페이지 회원, 학생, 만65세이상 3천5백원)","예술감독 겸 지휘 배종훈, 호른 이석준, 서초교향악단",,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=538,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=af79afaefd7549d1b6853105fcfa9c3d&thumb=Y,2023-04-27,기관,2023-07-18,2023-07-18,,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141511&menuNo=200008
클래식,서초구,화요콘서트 [하이든 교향곡 전곡 시리즈 19],2023-06-20~2023-06-20,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 7천원(서초구민 3천원 / 서초문화재단 홈페이지 회원, 학생, 만65세이상 3천5백원)","예술감독 겸 지휘 배종훈, 바이올린 백서연, 서초교향악단",,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=537,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fffe8da3f6434c3bab4df454279cf7b3&thumb=Y,2023-04-27,기관,2023-06-20,2023-06-20,,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141510&menuNo=200008
클래식,서초구,화요콘서트 [하이든 교향곡 전곡 시리즈 18],2023-05-16~2023-05-16,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 7천원(서초구민 3천원 / 서초문화재단 홈페이지 회원, 학생, 만65세이상 3천5백원)","예술감독 겸 지휘 배종훈, 트럼본 박지수, 서초교향악단",,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=536,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6aa61dae3bab48d9859ea2eec78ba2b1&thumb=Y,2023-04-27,기관,2023-05-16,2023-05-16,,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141509&menuNo=200008
교육/체험,노원구,1950년대 이후 한국 현대미술,2023-05-10~2023-06-30,서울시립 북서울미술관 B1 다목적홀,서울시립북서울미술관,일반인,,"신정훈 서울대학교 서양화과 교수, 송희경 이화여자대학교 조형예술대학 초빙교수, 정연심 홍익대학교 예술학과 교수, 김종길 경기북부어린이박물관장, 양은희 한국예술종합학교 미술원 겸임교수, 우정아 포스텍 인문사회학부 교수, 정현 인하대학교 조형예술학과 교수, 류한승 국립현대미술관 학예연구사, 구정연 리움미술관 교육연구 실장",,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1169171,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=20a9f5498dbd4f3f914ec3711d858fc8&thumb=Y,2023-04-27,기관,2023-05-10,2023-06-30,,37.64066045,127.0668656,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141508&menuNo=200011
영화,종로구,[서울공예박물관] Open Studio : 촘촘 직조 키링(5월),2023-05-03~2023-05-24,서울공예박물관 전시3동,서울공예박물관,모든 시민,,,,,https://craftmuseum.seoul.go.kr/progrm/view/172,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b3c04f761a3644e9a8e29872cff45e1b&thumb=Y,2023-04-27,기관,2023-05-03,2023-05-24,기타,37.57664817,126.9835334,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141507&menuNo=200013
축제-전통/역사,종로구,2023 남산골 어린이마을 [이상한 나라의 어린이],2023-05-05~2023-05-05,남산골한옥마을 전통가옥,남산골한옥마을,누구나,,,,,https://www.hanokmaeul.or.kr/ko/h/events/2023-%EB%82%A8%EC%82%B0%EA%B3%A8-%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%A7%88%EC%9D%84-%EC%9D%B4%EC%83%81%ED%95%9C-%EB%82%98%EB%9D%BC%EC%9D%98-%EC%96%B4%EB%A6%B0%EC%9D%B4,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f659dc9c6c1c4417bfef5da83c7ee4ac&thumb=Y,2023-04-27,기관,2023-05-05,2023-05-05,어린이/청소년 문화행사,37.5591447,126.9936826,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141506&menuNo=200010
클래식,종로구,유키즈! 온 더 클래식,2023-05-05~2023-05-05,꿈의숲 콘서트홀,세종문화회관,36개월 이상 어린이부터 입장가능,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34085&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=82924a34b2ba44609c540c939c6b5dc5&thumb=Y,2023-04-27,기관,2023-05-05,2023-05-05,기타,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141505&menuNo=200008
기타,종로구,5월 어린이날 꿈의숲에서 놀기 [레이저 무브 아트쇼],2023-05-05~2023-05-05,꿈의숲 퍼포먼스홀,세종문화회관,만 3세이상 관람가능,"전석 5,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33993&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dc5fef0e28b043bd9fdeaefd484db0d6&thumb=Y,2023-04-27,기관,2023-05-05,2023-05-05,문화가 있는 날,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141504&menuNo=200013
클래식,종로구,영아티스트 챔버 뮤직 콜라보 연주회,2023-05-04~2023-05-04,꿈의숲 콘서트홀,세종문화회관,만 3세이상 관람가능,,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34113&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4c3e39513f7542db9711ef50eb65eaae&thumb=Y,2023-04-27,기관,2023-05-04,2023-05-04,기타,37.62025446,127.0443247,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141503&menuNo=200008
클래식,종로구,피아니스트 배인경의 동행 VII [귀에 익은 클래식3],2023-05-04~2023-05-04,세종체임버홀,세종문화회관,미취학아동 입장불가,"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34059&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=196efee4c47346bc9e559ee9107d59a8&thumb=Y,2023-04-27,기관,2023-05-04,2023-05-04,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141502&menuNo=200008
클래식,종로구,제6회 강은경 작곡발표회 [회상],2023-05-03~2023-05-03,세종체임버홀,세종문화회관,만 7세 이상 입장가,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34088&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2ca6f60145ef467882571566d173d011&thumb=Y,2023-04-27,기관,2023-05-03,2023-05-03,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141501&menuNo=200008
축제-시민화합,금천구,[금천가족공연예술축제] 탈춤추는날,2023-05-13~2023-05-13,금천구청 앞,금천문화재단,"시민, 예술가, 지역단체",무료,천하제일탈공작소,탈춤으로 만난 시민들과 전문 탈춤꾼들의 화합의 장 ,,https://lrl.kr/vKXg,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=998b00fb33e24eb78156a5a7bab0624e&thumb=Y,2023-04-27,기관,2023-05-13,2023-05-13,기타,37.45706565,126.8960369,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141500&menuNo=200010
독주/독창회,종로구,안주희 피아노 독주회,2023-05-02~2023-05-02,세종체임버홀,세종문화회관,미취학아동 입장불가,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34061&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dbf2b0d5f10b482bba3f28cf13569ef7&thumb=Y,2023-04-27,기관,2023-05-02,2023-05-02,문화가 있는 날,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141499&menuNo=200008
축제-문화/예술,중구,광화문 어린이 축제 [봄빛소풍],2023-05-04~2023-05-06,"광화문광장 육조마당, 놀이마당",서울시청,시민 누구나,,,,,https://gwanghwamun.seoul.go.kr/program/programDetail.do?menu_cd=&seq=209&data_type=REGIST&currRow=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=79fda47fcca04311aaebc5afadf072b1&thumb=Y,2023-04-27,기관,2023-05-04,2023-05-06,어린이/청소년 문화행사,37.57184786,126.9761683,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141498&menuNo=200010
독주/독창회,종로구,소프라노 박소은 에필로그 모노 드라마 AMORE,2023-05-02~2023-05-02,세종S씨어터,세종문화회관,만 6세이상,"전석 50,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34063&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df35538a6bf04c42a6e45a2828c5ad3f&thumb=Y,2023-04-27,기관,2023-05-02,2023-05-02,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141497&menuNo=200008
독주/독창회,종로구,박소영 플루트 독주회,2023-05-01~2023-05-01,세종체임버홀,세종문화회관,만 7세 이상,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33969&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f0594ad042544a05a853b6a5131eab12&thumb=Y,2023-04-27,기관,2023-05-01,2023-05-01,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141496&menuNo=200008
