분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지 주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,위도(Y좌표),경도(X좌표),유무료,문화포털상세URL
교육/체험,구로구,2023 다가치포럼 제1차 토론회 - 복지사각지대로서의 이주민사회 들여다보기,2023-03-21~2023-03-21,구로문화재단 구로아트밸리예술극장 지하1층 소강당,구로문화재단,서울시민 누구나,,발제1 : 박민정(IOM 이민정책연구원 부연구위원) 발제2: 이진혜(사단법인 이주민센터 친구 사무국장) 좌장: 박동찬(동북아평화연대 전문위원) 토론1: 이정은(경기도외국인인권지원센터 팀장) 토론2: 김동훈(서울외국인주민지원센터 센터장),다가치포럼은 지역 문화사업의 일환으로 내·외국인주민이 함께 다양한 주제의 지역 현안을 논의하여 문화 다양성을 민관이 함께 실천하는 행사입니다.,"유튜브 구로문화재단 채널 생중계 동시 진행 / 개회사 및 축사 : 정연보(구로문화재단 대표이사), 김경애(재한동포문인협회 회장) 폐회사 : 김정룡(중국동포문제연구소 소장)",https://global.seoul.go.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1e6938e8678e4639b9211ad44a662578&thumb=Y,2023-03-09,기관,2023-03-21,2023-03-21,,37.49655847,126.8889639,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140966&menuNo=200011
교육/체험,은평구,[구립증산정보도서관]중장년을 위한 일상 속 기초 스마트폰 활용법,2023-03-22~2023-03-29,문화강좌실,기타,50대이상 누구나 20명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1649&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f04091f7f1594b0c86a56c0bcfa6bce1&thumb=Y,2023-03-09,기관,2023-03-22,2023-03-29,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140965&menuNo=200011
전시/미술,중구,[서울디자인재단] 데이비드 호크니&브리티시 팝 아트 전시,2023-03-23~2023-07-02,DDP 뮤지엄 지하2층 전시1관,서울디자인재단,전 연령,"성인 20,000원  청소년 15,000원  어린이 13,000원",,,,http://www.ticketlink.co.kr/product/42524,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=58e3793bb7ab4ee8b5fd7471c6999f71&thumb=Y,2023-03-09,기관,2023-03-23,2023-07-02,,37.56681313,127.0096257,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140963&menuNo=200009
교육/체험,은평구,[구립증산정보도서관]2023 상반기 도란도란 책 누나 동아리 1기,2023-03-18~2023-04-15,가족열람실,기타, 6~7세 유아 누구나,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1646&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=eb723f54b85a4c17a94dda904faf2623&thumb=Y,2023-03-09,기관,2023-03-18,2023-04-15,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140962&menuNo=200011
클래식,송파구,2023 서울시향 피에르로랑 에마르의 리게티 피아노 협주곡 ②,2023-04-20~2023-04-20,롯데콘서트홀,서울시립교향악단,홈페이지 참고,"R 100,000 S 80,000 A 50,000 B 30,000 C 10,000","(지휘) 데이비드 로버트, (협연) 피에르로랑 에마르",,,https://www.seoulphil.or.kr/perf/view?perfNo=5233&calendarDate=2023/04/20&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=794cd052eb93427ebf632c78537eaac0&thumb=Y,2023-03-09,기관,2023-04-20,2023-04-20,,37.51375196,127.1044469,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140961&menuNo=200008
클래식,송파구,2023 서울시향 피에르로랑 에마르의 리게티 피아노 협주곡 ①,2023-04-19~2023-04-19,롯데콘서트홀,서울시립교향악단,홈페이지 참고,"R 100,000 S 80,000 A 50,000 B 30,000 C 10,000","(지휘) 데이비드 로버트, (협연) 피에르로랑 에마르",,,https://www.seoulphil.or.kr/perf/view?perfNo=5231&calendarDate=2023/04/19&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ff2a6ed24852415b9ea30a419d6c4e5e&thumb=Y,2023-03-09,기관,2023-04-19,2023-04-19,,37.51375196,127.1044469,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140960&menuNo=200008
클래식,서대문구,4.7 서울시향이 드리는 아주 특별한 콘서트,2023-04-07~2023-04-07,이화여자대학교 대강당,서울시립교향악단,홈페이지 참고,전석 1만원,"(지휘) 얍 판 츠베덴, (협연) 공민배",,,https://www.seoulphil.or.kr/perf/view?perfNo=5389&calendarDate=2023/04/07&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0a17ba7c30334aab87b6fa8b6c82d9b9&thumb=Y,2023-03-09,기관,2023-04-07,2023-04-07,,,,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140959&menuNo=200008
뮤지컬/오페라,구로구,엘사의 생일파티,2023-05-27~2023-05-28,구로아트밸리 예술극장,구로문화재단,24개월 이상 관람가 (1인 1티켓),"R석(1층) 44,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3637&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1cf92f345141408e90da81e84077404e&thumb=Y,2023-03-09,기관,2023-05-27,2023-05-28,어린이/청소년 문화행사,37.49655847,126.8889639,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140958&menuNo=200008
연극,구로구,연극 '싱크홀은 사실 콧구멍이야' ,2023-04-14~2023-04-15,구로아트밸리 예술극장,구로문화재단,12세 이상 관람가,"전석 10,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3636&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d3356a881944b0dba15e33505e24ffd&thumb=Y,2023-03-09,기관,2023-04-14,2023-04-15,기타,37.49655847,126.8889639,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140957&menuNo=200008
기타,중구,[서울애니메이션센터] 도심 속 문화체험공간! 만화도서관 & 애니소풍,2023-04-01~2023-04-30,"서울애니메이션센터 1,2층",서울애니메이션센터,어린이/청소년/성인,"만화의집(무료) / 유료(애니소풍) 성인 4,000원, 어린이 6,000원",,,,http://www.ani.seoul.kr/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a4d04acb419143b5a274ade278bdf391&thumb=Y,2023-03-08,기관,2023-04-01,2023-04-30,기타,37.55990981,126.9833342,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140956&menuNo=200013
교육/체험,은평구,[구립증산정보도서관] 새학기 맞이 독서통장 연계 이벤트 '차곡차곡 독서 채움+ 적금',2023-03-13~2023-03-30, 어린이 열람실,기타, 어린이 회원증 소지 - 7세~13세 어린이,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1645&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2bdabec007ce498da2b699450ec79312&thumb=Y,2023-03-08,기관,2023-03-13,2023-03-30,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140955&menuNo=200011
무용,서초구,해설이 있는 발레 [백조의 호수],2023-03-15~2023-03-15,서초문화재단 반포심산아트홀,서초문화재단,"만 5세 이상(등본, 가족관계증명서 확인)","전석 1만4천원(서초구민, 서초문화재단 홈페이지 회원, 학생 50% 할인)",단장 김길용 / 부단장 및 해설 김수연 / 예술감독 홍성욱 / 해설 윤해지 / 와이즈발레단,세계적인 클래식 음악의 거장 음악가 표도르 일리치 차이콥스키(1840~1893)가 작곡한 발레 음악에 율리우스 라이징거의 안무로 모스크바 볼쇼이 극장에서 초연이 이루어져 탄생한 작품으로 안무가 마리우스 프티파와 그의 제자 레프 이바노프가 함께 안무를 재구성하여 지금은 클래식 발레를 대표하는 작품 중 하나로 자리 잡았다.,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=528,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=220708acd2584eaf9766b0d37ea7f1d3&thumb=Y,2023-03-08,기관,2023-03-15,2023-03-15,기타,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140954&menuNo=200008
교육/체험,은평구,[구립증산정보도서관]꼬마북클럽 3월 '여행은 제비항공',2023-03-13~2023-03-20,지하 문화강좌실,기타," 6~7세 유아 10명(17,18년 출생)",,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1644&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f08246ac754d416bbdf78ba1c9ae8129&thumb=Y,2023-03-08,기관,2023-03-13,2023-03-20,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140953&menuNo=200011
교육/체험,은평구,[구립증산정보도서관] 2023 테마전시 '책 따라 걷는 도서관' 3월 원화전시 - 혼자 오니?,2023-03-09~2023-03-22,어린이열람실,기타,어린이실 이용자 누구나 ,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1643&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=44e04c3b2a4740b098c5d968ea65e7cb&thumb=Y,2023-03-08,기관,2023-03-09,2023-03-22,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140952&menuNo=200011
교육/체험,서초구,2023년 서초구립내곡도서관 개관5주년 기념 행사,2023-03-14~2023-03-19,서초구립내곡도서관,서초문화재단,주민 누구나,홈페이지 참고,,,,https://naegok.seocholib.or.kr/NoticeInfoDetail/14311,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=168d64885d1b437e8b729fbbb1e5e937&thumb=Y,2023-03-08,기관,2023-03-14,2023-03-19,기타,37.45200217,127.0544427,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140951&menuNo=200011
교육/체험,서초구,10&10 기억하고 상상하다,2023-03-02~2023-03-11,서초구립반포도서관,서초문화재단,홈페이지 참고,,,,,http://www.seochocf.or.kr/site/main/archive/post/%EC%84%9C%EC%B4%88%EA%B5%AC%EB%A6%BD%EB%B0%98%ED%8F%AC%EB%8F%84%EC%84%9C%EA%B4%80-%EA%B0%9C%EA%B4%80-10%EC%A3%BC%EB%85%84-%ED%96%89%EC%82%AC-%EC%95%88%EB%82%B4?item=sticky&&sortOrder=PO_STICKY_ORDER&sortDirection=DESC&catId=7&metaCode1=GENERAL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=df359cd01634405ea0199bbd98b2ba36&thumb=Y,2023-03-08,기관,2023-03-02,2023-03-11,기타,37.50248861,127.0125127,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140950&menuNo=200011
교육/체험,구로구,[구로구립 궁동어린이도서관] 2023년 제 59회 4월 도서관주간 프로그램 안내,2023-04-01~2023-04-30,궁동어린이도서관,구로구청,도서관 이용자,,,,,https://lib.guro.go.kr/#/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=44733a2ad38c4c1bb2cfd0caa1b9e6ed&thumb=Y,2023-03-08,기관,2023-04-01,2023-04-30,,37.50221136,126.8292615,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140949&menuNo=200011
전시/미술,강동구,예측 가능한 미래展,2023-03-15~2023-04-30,강동아트센터 아트갤러리 그림,강동문화재단,전체관람가,,,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1929&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5d1eea0198d34ca0ba756fe34448e2bd&thumb=Y,2023-03-08,기관,2023-03-15,2023-04-30,기타,37.55122046,127.1573425,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140948&menuNo=200009
연극,강동구,연극 [러브레터],2023-03-17~2023-03-18,강동아트센터 소극장 드림,강동문화재단,14세 이상 관람가,"R석 44,000원 S석 33,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1915&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ae8608574062483c8a3cad5913be6801&thumb=Y,2023-03-08,기관,2023-03-17,2023-03-18,기타,37.55122046,127.1573425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140946&menuNo=200008
콘서트,노원구,하림의 음악 따라 세계여행 - 집시 테이블,2023-05-11~2023-05-11,노원문화예술회관 소공연장,노원문화재단,8세 이상,전석 3만원,,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=324,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f48a1c37bf2f4cff8a3f1ea707be6e71&thumb=Y,2023-03-08,기관,2023-05-11,2023-05-11,기타,37.65023685,127.0802671,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140945&menuNo=200008
콘서트,노원구,하림의 음악 따라 세계여행 - 아프리카 오버랜드,2023-04-13~2023-04-13,노원문화예술회관 소공연장,노원문화재단,8세 이상,전석 3만원,,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=323,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0672240377ad4a91854f3d1a18202eff&thumb=Y,2023-03-08,기관,2023-04-13,2023-04-13,기타,37.65023685,127.0802671,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140944&menuNo=200008
연극,중구,코미디 연극 [그놈은 예뻤다],2023-03-18~2023-03-18,충무아트센터 소극장 블루,중구문화재단,만 15세 이상(보호자 동반 시 만 7세이상 관람가능),전석 무료,,,,https://www.caci.or.kr/caci/performance/view.do?menuNo=200006&pblprfrId=1481,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9c765444d78b4831a9df01ec1616dc84&thumb=Y,2023-03-08,기관,2023-03-18,2023-03-18,기타,37.56594097,127.0147909,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140943&menuNo=200008
뮤지컬/오페라,중구,월요극장 - 뮤지컬 [어린왕자] 특별공연,2023-03-27~2023-03-27,충무아트센터 중극장 블랙,중구문화재단,12세이상(초등학교 5학년 이상),전석 1만원,,,,https://www.caci.or.kr/caci/performance/view.do?menuNo=200006&pblprfrId=1482,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=77f0d4d3f5954bc7af81c2add67919ad&thumb=Y,2023-03-08,기관,2023-03-27,2023-03-27,기타,37.56594097,127.0147909,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140942&menuNo=200008
클래식,종로구,"2023 서울시향 우리동네음악회 [이태원 다시, 봄]",2023-03-18~2023-03-18,용산아트홀,서울시립교향악단,누구나,,,,,https://www.seoulphil.or.kr/perf/view?perfNo=5409&calendarDate=&langCd=ko&menuFlag=MFLG0001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a00e3ecdfd43483bb35ba8df68ef53e7&thumb=Y,2023-03-08,기관,2023-03-18,2023-03-18,기타,37.53281303,126.9902078,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140941&menuNo=200008
국악,종로구,2023 풀이 정기공연,2023-03-11~2023-03-11,꿈의숲 퍼포먼스홀,세종문화회관,만 5세 미만,전석 무료,,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33885&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b799ec02c8854fdc97dd4c9b51e5cf09&thumb=Y,2023-03-08,기관,2023-03-11,2023-03-11,기타,37.5726241,126.9760053,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140940&menuNo=200008
교육/체험,마포구,서울생활문화센터 서교 음악강좌 ,2023-03-15~2023-06-01,"서울생활문화센터 서교 연습실, 강의실, 다목적실",서울생활문화센터-서교,일반시민,"월 90,000원",,,,https://seogyocenter.or.kr/noti/?q=YToxOntzOjEyOiJrZXl3b3JkX3R5cGUiO3M6MzoiYWxsIjt9&bmode=view&idx=14246406&t=board,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3bf2905882454e5c8e9ebfd52a3d616f&thumb=Y,2023-03-07,기관,2023-03-15,2023-06-01,기타,37.55081382,126.916494,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140939&menuNo=200011
콘서트,서초구,"봄의 클래식 향기 Plus Show '사계, 그리고 봄'",2023-03-09~2023-03-09,심산문화센터 반포심산아트홀,서초문화재단,8세 이상,"전석 7천원(서초구민 3천원 / 서초문화재단 홈페이지 회원, 학생, 만65세이상 3천5백원)","진행 아나운서 김정현 / 크레센도 콰르텟 - 바이올린 한경진, 바이올린 최정현, 비올라 문명환, 첼로 황소진","바이올린 한경진, 바이올린 최정현, 비올라 문명환, 첼로 황소진으로 구성된 크레센도 콰르텟은 'PLUS SHOW' 총 4회의 공연에서 첫 번째 무대로 비발디의 가장 유명한 곡으로 많은 사랑을 받고 있는 사계-봄, 여름, 가을, 겨울을 연주하는 특별한 프로그램을 선보이며 관객들에게 현악사중주의 매력에 빠지게 할 것이다. 각 멤버는 국내를 대표하는 코리안 챔버 오케스트라에서 함께 활동하고 있는 연주자로, 생명력 강한 봄의 에너지와 함께 해석이 돋보이는 연주로 관객들의 마음을 보듬고자 한다.",,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=527,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1b8b21e6b504713b58453cd98ce24a8&thumb=Y,2023-03-07,기관,2023-03-09,2023-03-09,기타,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140935&menuNo=200008
연극,종로구,연극 `키스`,2023-04-07~2023-04-30,세종S씨어터,세종문화회관,만 13세 이상(중학생 이상),"R석 45,000원 S석 35,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=33869&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=049b3816657347d3949bb3fee9b7cf0c&thumb=Y,2023-03-07,기관,2023-04-07,2023-04-30,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140934&menuNo=200008
교육/체험,은평구,[구립증산정보도서관]어린이 북큐레이션 동아리 책친구,2023-03-15~2023-06-21, 어린이열람실,기타,초등 3~4학년 8명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1642&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d9e85f60cb954967bec88ff98fab0d07&thumb=Y,2023-03-07,기관,2023-03-15,2023-06-21,,37.582727,126.9075589,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=140933&menuNo=200011
